본부코드,본부명,지사코드,지사명,노선코드,노선명,방향,휴게소명,이정,면적1,면적2,면적3,면적4,광장포장형태1,광장포장형태2,광장포장형태3,광장포장형태4,두께1,두께2,두께3,두께4,비고
N01799,광주전남본부,N01640,구례지사,0270,순천완주선,순천,황전,25.300,12330.000,4137.000,,,300,100,,,25.000,20.000,,,
N01799,광주전남본부,N01640,구례지사,0270,순천완주선,순천,황전,25.300,12330.000,4137.000,,,300,100,,,25.000,20.000,,,
N01796,강원본부,N01821,강릉지사,0650,동해선,속초,구정(동해),55.620,,,19800.000,,,,400,,,,8.000,,
N01796,강원본부,N01821,강릉지사,0650,동해선,속초,동해,28.720,,,3300.000,,,,400,,,,8.000,,
N01796,강원본부,N01821,강릉지사,0650,동해선,속초,양양(동해),83.420,1932.000,,,,300,,,,25.000,,,,
N01796,강원본부,N01821,강릉지사,0650,동해선,속초,양양(속초),81.020,1932.000,,,,300,,,,25.000,,,,
N01796,강원본부,N01821,강릉지사,0650,동해선,부산,구정(속초),55.620,,,18800.000,,,,400,,,,8.000,,
N01796,강원본부,N01821,강릉지사,0650,동해선,부산,옥계,30.720,,,23000.000,,,,400,,,,8.000,,
N01798,전북본부,N01832,진안지사,0205,완주장수선,장수,진안,41.460,,,50251.000,,,,400,,,,8.000,,
N01798,전북본부,N01832,진안지사,0205,완주장수선,장수,완주임시,12.400,,,59636.000,,,,400,,,,8.000,,
N01798,전북본부,N01832,진안지사,0205,완주장수선,완주,완주임시,12.400,,,54209.000,,,,400,,,,8.000,,
N01798,전북본부,N01832,진안지사,0205,완주장수선,완주,진안,41.460,,,53532.000,,,,400,,,,8.000,,
N01798,전북본부,N01832,진안지사,0270,순천완주선,완주,관촌임시,93.400,23122.000,,,,300,,,,25.000,,,,
N01798,전북본부,N01832,진안지사,0270,순천완주선,순천,관촌임시,93.400,19446.000,,,,300,,,,25.000,,,,
N01798,전북본부,N02429,보령지사,0150,서해안선,목포,대천,199.000,2856.000,,25708.000,,300,,400,,25.000,,8.000,,
N01798,전북본부,N02429,보령지사,0150,서해안선,목포,대천,199.000,2856.000,,25708.000,,300,,400,,25.000,,8.000,,
N01798,전북본부,N02429,보령지사,0150,서해안선,서울,대천,199.000,3198.000,,28272.000,,300,,400,,25.000,,8.000,,
N01798,전북본부,N02429,보령지사,0150,서해안선,서울,대천,199.000,3198.000,,28272.000,,300,,400,,25.000,,8.000,,
N01798,전북본부,N02429,보령지사,0150,서해안선,목포,서천,168.000,595.000,,11305.000,,300,,400,,25.000,,8.000,,
N01798,전북본부,N02429,보령지사,0150,서해안선,목포,서천,168.000,595.000,,11305.000,,300,,400,,25.000,,8.000,,
N01798,전북본부,N02429,보령지사,0150,서해안선,서울,서천,168.000,712.000,,13522.000,,300,,400,,25.000,,8.000,,
N01798,전북본부,N02429,보령지사,0150,서해안선,서울,서천,168.000,712.000,,13522.000,,300,,400,,25.000,,8.000,,
N01798,전북본부,N02429,보령지사,0150,서해안선,목포,홍성,219.500,3142.000,,28279.000,,300,,400,,25.000,,8.000,,
N01798,전북본부,N02429,보령지사,0150,서해안선,목포,홍성,219.500,3142.000,,28279.000,,300,,400,,25.000,,8.000,,
N01798,전북본부,N02429,보령지사,0150,서해안선,서울,홍성,219.500,3518.000,,31099.000,,300,,400,,25.000,,8.000,,
N01798,전북본부,N02429,보령지사,0150,서해안선,서울,홍성,219.500,3518.000,,31099.000,,300,,400,,25.000,,8.000,,
N01800,대구경북본부,N01912,고령지사,0122,광주대구선,대구,거창(광주),136.530,9700.000,,,,300,,,,30.000,,,,
N01800,대구경북본부,N01912,고령지사,0122,광주대구선,대구,논공(광주),176.500,14770.000,3230.000,,,300,100,,,30.000,20.000,,,
N01800,대구경북본부,N01912,고령지사,0122,광주대구선,대구,논공(광주),176.500,14770.000,3230.000,,,300,100,,,30.000,20.000,,,
N01800,대구경북본부,N01912,고령지사,0122,광주대구선,대구,논공(대구),176.300,,19000.000,,,,100,,,,20.000,,,
N01800,대구경북본부,N01912,고령지사,0122,광주대구선,대구,죽산(광주)임시,97.050,,876.000,,,,100,,,,20.000,,,
N01800,대구경북본부,N01912,고령지사,0122,광주대구선,광주,거창(대구),136.360,7400.000,,,,300,,,,30.000,,,,
N01800,대구경북본부,N02431,영주지사,0550,중앙선,부산,안동,189.800,238.000,,19148.000,,300,,400,,30.000,,8.000,,
N01800,대구경북본부,N02431,영주지사,0550,중앙선,부산,안동,189.800,238.000,,19148.000,,300,,400,,30.000,,8.000,,
N01800,대구경북본부,N02431,영주지사,0550,중앙선,부산,영주,224.450,,,10961.000,,,,400,,,,8.000,,
N01800,대구경북본부,N02431,영주지사,0550,중앙선,춘천,안동,189.880,546.000,,21820.000,,300,,400,,30.000,,8.000,,
N01800,대구경북본부,N02431,영주지사,0550,중앙선,춘천,안동,189.880,546.000,,21820.000,,300,,400,,30.000,,8.000,,
N01800,대구경북본부,N02431,영주지사,0550,중앙선,춘천,영주,224.400,,,11157.000,,,,400,,,,8.000,,
N01801,부산경남본부,N02442,창녕지사,0450,중부내륙선,창원,영산(내서),21.180,,,9200.000,,,,400,,,,8.000,,
N01801,부산경남본부,N02442,창녕지사,0450,중부내륙선,양평,칠서(양평),14.020,,,8150.000,,,,400,,,,8.000,,
N01801,부산경남본부,N02442,창녕지사,4510,중부내륙선의 지선,대구,현풍(대구),3.020,11300.000,,,,300,,,,30.000,,,,
N01801,부산경남본부,N02442,창녕지사,4510,중부내륙선의 지선,현풍,현풍(현풍),3.020,8100.000,,,,300,,,,30.000,,,,
N01798,전북본부,N01986,전주지사,0250,논산천안선/호남선,천안,이서,160.200,,920.000,9196.000,,,100,400,,,13.000,8.000,,
N01798,전북본부,N01986,전주지사,0250,논산천안선/호남선,천안,이서,160.200,,920.000,9196.000,,,100,400,,,13.000,8.000,,
N01798,전북본부,N01986,전주지사,0250,논산천안선/호남선,순천,이서,160.000,,865.000,8647.000,,,100,400,,,13.000,8.000,,
N01798,전북본부,N01986,전주지사,0250,논산천안선/호남선,순천,이서,160.000,,865.000,8647.000,,,100,400,,,13.000,8.000,,
N01798,전북본부,N01986,전주지사,0250,논산천안선/호남선,천안,정읍,133.300,,1100.000,10600.000,,,100,400,,,13.000,8.000,,
N01798,전북본부,N01986,전주지사,0250,논산천안선/호남선,천안,정읍,133.300,,1100.000,10600.000,,,100,400,,,13.000,8.000,,
N01798,전북본부,N01986,전주지사,0250,논산천안선/호남선,순천,정읍,133.230,,1200.000,13160.000,,,100,400,,,13.000,8.000,,
N01798,전북본부,N01986,전주지사,0250,논산천안선/호남선,순천,정읍,133.230,,1200.000,13160.000,,,100,400,,,13.000,8.000,,
N01798,전북본부,N01986,전주지사,0250,논산천안선/호남선,순천,정읍,133.300,,1100.000,10600.000,,,100,400,,,13.000,8.000,,
N01798,전북본부,N01986,전주지사,0250,논산천안선/호남선,순천,정읍,133.300,,1100.000,10600.000,,,100,400,,,13.000,8.000,,
N01798,전북본부,N01987,부안지사,0150,서해안선,서울,고창고인돌,79.600,,,40710.000,,,,400,,,,8.000,,
N01798,전북본부,N01987,부안지사,0150,서해안선,목포,고창고인돌,80.230,,,26530.600,,,,400,,,,8.000,,
N01798,전북본부,N01987,부안지사,0150,서해안선,서울,대산임시,65.300,,17820.000,,,,100,,,,15.000,,,
N01798,전북본부,N01987,부안지사,0150,서해안선,목포,부안주차장,104.000,,,13742.900,,,,400,,,,8.000,,
N01798,전북본부,N01987,부안지사,0150,서해안선,서울,부안주차장,104.000,,,14083.600,,,,400,,,,8.000,,
N01798,전북본부,N01988,무주지사,0350,통영대전선/중부선,하남,덕유산,146.680,,,15784.000,,,,400,,,,8.000,,
N01798,전북본부,N01988,무주지사,0350,통영대전선/중부선,하남,인삼랜드,191.350,,,16773.000,,,,400,,,,8.000,,
N01798,전북본부,N01988,무주지사,0350,통영대전선/중부선,통영,덕유산,146.680,,,16071.000,,,,400,,,,8.000,,
N01798,전북본부,N01988,무주지사,0350,통영대전선/중부선,통영,인삼랜드,191.350,,,16077.000,,,,400,,,,8.000,,
N01798,전북본부,N01989,논산지사,0250,논산천안선/호남선,순천,여산,192.500,,19470.000,,,,100,,,,30.000,,,
N01798,전북본부,N01989,논산지사,0250,논산천안선/호남선,천안,여산,192.500,,5940.000,,,,100,,,,30.000,,,
N01798,전북본부,N01989,논산지사,2510,호남선의 지선,대전,벌곡,23.000,10850.000,4650.000,,,300,100,,,30.000,30.000,,,
N01798,전북본부,N01989,논산지사,2510,호남선의 지선,대전,벌곡,23.000,10850.000,4650.000,,,300,100,,,30.000,30.000,,,
N01798,전북본부,N01989,논산지사,2510,호남선의 지선,논산,벌곡,23.000,,,15100.000,,,,400,,,,8.000,,
N01797,대전충남본부,N01990,부여지사,0150,서해안선,서울,군산,141.620,,,10116.000,,,,400,,,,8.000,,
N01797,대전충남본부,N01990,부여지사,0150,서해안선,서울,군산,146.870,,,18720.000,,,,400,,,,8.000,,
N01797,대전충남본부,N01990,부여지사,1510,서천공주선,공주,부여백제,24.960,10928.000,2728.000,,,300,100,,,25.000,20.000,,,
N01797,대전충남본부,N01990,부여지사,1510,서천공주선,공주,부여백제,24.960,10928.000,2728.000,,,300,100,,,25.000,20.000,,,
N01797,대전충남본부,N01990,부여지사,1510,서천공주선,서천,부여백제,25.130,12684.000,,,,300,,,,25.000,,,,
N01797,대전충남본부,N01990,부여지사,1510,서천공주선,서천,청양,48.590,7168.000,4200.000,,,300,100,,,25.000,20.000,,,
N01797,대전충남본부,N01990,부여지사,1510,서천공주선,서천,청양,48.590,7168.000,4200.000,,,300,100,,,25.000,20.000,,,
N01797,대전충남본부,N01990,부여지사,1510,서천공주선,서천,청양,48.830,7216.000,4120.000,,,300,100,,,25.000,20.000,,,
N01797,대전충남본부,N01990,부여지사,1510,서천공주선,서천,청양,48.830,7216.000,4120.000,,,300,100,,,25.000,20.000,,,
N01797,대전충남본부,N02022,대전지사,0010,경부선,서울,신탄진,280.600,,10410.000,31470.000,,,100,400,,,26.000,8.000,,
N01797,대전충남본부,N02022,대전지사,0010,경부선,서울,신탄진,280.600,,10410.000,31470.000,,,100,400,,,26.000,8.000,,
N01797,대전충남본부,N02022,대전지사,0010,경부선,서울,죽암,288.900,,17590.000,,,,100,,,,30.000,,,
N01797,대전충남본부,N02022,대전지사,0010,경부선,부산,죽암,288.900,,17590.000,,,,100,,,,30.000,,,
N01797,대전충남본부,N02025,영동지사,0010,경부선,부산,금강,248.300,,16000.000,,,,100,,,,25.000,,,
N01797,대전충남본부,N02025,영동지사,0010,경부선,서울,옥천,255.700,,,15900.000,,,,400,,,,8.000,,
N01797,대전충남본부,N02025,영동지사,0010,경부선,부산,옥천,255.700,,,19580.000,,,,400,,,,8.000,,
N01797,대전충남본부,N02025,영동지사,0010,경부선,서울,황간,229.600,,,8250.000,,,,400,,,,8.000,,
N01797,대전충남본부,N02025,영동지사,0010,경부선,부산,황간,229.600,,,8980.000,,,,400,,,,8.000,,
N01799,광주전남본부,N02031,광주지사,0250,논산천안선/호남선,순천,백양사,107.000,,,9322.000,,,,400,,,,8.000,,
N01799,광주전남본부,N02031,광주지사,0250,논산천안선/호남선,천안,백양사,107.000,,,9400.000,,,,400,,,,8.000,,
N01799,광주전남본부,N02033,함평지사,0121,무안광주선,광주,함평나비,12.100,,,12902.000,,,,400,,,,8.000,,
N01799,광주전남본부,N02033,함평지사,0121,무안광주선,무안,함평나비,12.100,,,12597.000,,,,400,,,,8.000,,
N01799,광주전남본부,N02033,함평지사,0150,서해안선,서울,영광(임시),50.600,,6850.000,,,,100,,,,30.000,,,
N01799,광주전남본부,N02033,함평지사,0150,서해안선,서울,함평천지,30.510,,,17206.000,,,,400,,,,8.000,,
N01799,광주전남본부,N02033,함평지사,0150,서해안선,목포,함평천지,37.320,,,18154.000,,,,400,,,,8.000,,
N02723,충북본부,N02428,제천지사,0550,중앙선,춘천,제천(임시휴),277.800,,,12500.000,,,,400,,,,8.000,,
N01797,대전충남본부,N02022,대전지사,0010,경부선,부산,죽암,287.800,,741.000,12729.000,,,100,400,,,30.000,8.000,,
N01797,대전충남본부,N02022,대전지사,0010,경부선,부산,죽암,287.800,,741.000,12729.000,,,100,400,,,30.000,8.000,,
N01799,광주전남본부,N01776,보성지사,0101,남해선(영암순천),순천,영암,12.200,,,12850.000,,,,400,,,,8.000,,임시주차장
N01799,광주전남본부,N01776,보성지사,0101,남해선(영암순천),영암,영암,12.200,,,20963.000,,,,400,,,,8.000,,임시주차장
N01799,광주전남본부,N01776,보성지사,0101,남해선(영암순천),순천,보성녹차,68.000,3265.000,2745.000,,,300,100,,,25.000,20.000,,,
N01799,광주전남본부,N01776,보성지사,0101,남해선(영암순천),순천,보성녹차,68.000,3265.000,2745.000,,,300,100,,,25.000,20.000,,,
N01799,광주전남본부,N01776,보성지사,0101,남해선(영암순천),영암,보성녹차,62.900,3481.000,3150.000,,,300,100,,,25.000,20.000,,,
N01799,광주전남본부,N01776,보성지사,0101,남해선(영암순천),영암,보성녹차,62.900,3481.000,3150.000,,,300,100,,,25.000,20.000,,,
N01795,서울경기본부,N00242,수원지사,0010,경부선,서울,안성(상),369.500,,,49497.000,,,,400,,,,8.000,,
N01795,서울경기본부,N02241,경기광주지사,0350,통영대전선/중부선,하남,마장,327.120,,75130.000,,,,100,,,,8.000,,,
N01795,서울경기본부,N02241,경기광주지사,0370,제2중부선,이천,마장,327.750,,75130.000,,,,100,,,,8.000,,,
N01799,광주전남본부,N01640,구례지사,0270,순천완주선,완주,오수휴게소,74.149,13132.940,,,,300,,,,25.000,,,,
N01799,광주전남본부,N01640,구례지사,0270,순천완주선,순천,오수휴게소,74.149,13098.660,,,,300,,,,25.000,,,,
N00368,호남지역본부,N01464,진안도로관리소,0270,순천완주선,완주,관촌휴게소,93.643,15052.000,,,,300,,,,25.000,,,,
N00368,호남지역본부,N01464,진안도로관리소,0270,순천완주선,순천,관촌휴게소,93.643,12961.000,,,,300,,,,25.000,,,,
N01799,광주전남본부,N01640,구례지사,0270,순천완주선,완주,춘향휴게소,49.955,25431.900,,,,300,,,,25.000,,,,
N01799,광주전남본부,N01640,구례지사,0270,순천완주선,순천,춘향휴게소,49.332,25059.420,,,,300,,,,25.000,,,,
N00918,건설사업단,N00932,목포광양건설사업단,0102,남해선(순천부산),부산,서영암휴게소,11.800,73000.000,,,,300,,,,25.000,,,,
N01799,광주전남본부,N01776,보성지사,0101,남해선(영암순천),순천,서영암휴게소,11.800,73000.000,,,,300,,,,25.000,,,,
N01799,광주전남본부,N01776,보성지사,0101,남해선(영암순천),영암,서영암휴게소(목포),11.800,73000.000,,,,300,,,,25.000,,,,
N01799,광주전남본부,N01776,보성지사,0101,남해선(영암순천),순천,보성녹차휴게소,68.038,56795.000,,,,300,,,,28.000,,,,
N01799,광주전남본부,N01776,보성지사,0101,남해선(영암순천),영암,보성녹차휴게소,62.938,75487.000,,,,300,,,,60.000,,,,
N01800,대구경북본부,N01912,고령지사,0122,광주대구선,광주,함양산삼골휴게소,100.701,7092.000,,,,300,,,,58.000,,,,"콘:5/191㎡(슬22/린15/동21)/ 아:1/901㎡(슬22/린15/동21)"
N01800,대구경북본부,N01912,고령지사,0122,광주대구선,대구,함양산삼골휴게소,100.531,7016.000,,,,300,,,,58.000,,,,"콘:5/085㎡(슬22/린15/동21)/ 아:1/931㎡(표5/중7/기7.5/보15)"
N01800,대구경북본부,N01912,고령지사,0122,광주대구선,광주,거창휴게소,134.377,9970.000,,,,300,,,,29.000,,,,"당초면적8/304/확장면적1/666/ 포장두께 표층(5)/중간층(7)/기층(17)/보조기층(31/동상방지층(20)"
N01800,대구경북본부,N01912,고령지사,0122,광주대구선,대구,거창휴게소,134.408,9630.000,,,,300,,,,29.000,,,,"당초면적8/209/확장면적1/421 / 포장두께 표층(5)/중간층(7)/기층(17)/보조기층(29)"
N01800,대구경북본부,N01912,고령지사,0122,광주대구선,대구,고령 졸음쉼터,157.859,832.000,,,,300,,,,25.000,,,,
N01801,부산경남본부,N02398,경주지사,0655,부산포항선,포항,외동휴게소,61.876,,14410.700,,,,100,,,,20.000,,,외동휴게소 울산방향
N01801,부산경남본부,N02398,경주지사,0655,부산포항선,포항,외동휴게소,61.876,,14410.700,,,,100,,,,20.000,,,외동휴게소 울산방향
N01801,부산경남본부,N02398,경주지사,0655,부산포항선,부산,외동휴게소,61.986,,18320.810,,,,100,,,,20.000,,,외동휴게소 포항방향
N01801,부산경남본부,N02398,경주지사,0655,부산포항선,부산,양북휴게소,1.560,4500.000,,,,300,,,,22.000,,,,
N01801,부산경남본부,N02398,경주지사,0655,부산포항선,포항,양북휴게소,1.720,4500.000,,,,300,,,,22.000,,,,
N01800,대구경북본부,N02409,청송지사,0301,상주영덕선,상주,의성휴게소,99.510,9390.960,,,,300,,,,22.000,,,,
N01800,대구경북본부,N02409,청송지사,0301,상주영덕선,영덕,의성휴게소,99.710,9671.060,,,,300,,,,22.000,,,,
N01800,대구경북본부,N02409,청송지사,0301,상주영덕선,상주,의성휴게소,99.510,,4027.510,,,,100,,,,20.000,,,
N01800,대구경북본부,N02409,청송지사,0301,상주영덕선,영덕,의성휴게소,99.710,,4162.240,,,,100,,,,20.000,,,
N01800,대구경북본부,N02409,청송지사,0301,상주영덕선,영덕,점곡휴게소(영덕방향),131.260,4457.000,,,,300,,,,22.000,,,,
N01800,대구경북본부,N02409,청송지사,0301,상주영덕선,상주,점곡휴게소(상주방향),134.570,3568.000,,,,300,,,,22.000,,,,
N01800,대구경북본부,N02409,청송지사,0301,상주영덕선,영덕,청송휴게소,153.330,5944.000,,,,300,,,,25.000,,,,
N01800,대구경북본부,N02409,청송지사,0301,상주영덕선,상주,청송휴게소,153.250,6158.050,,,,300,,,,25.000,,,,
N01801,부산경남본부,N00495,양산지사,6000,부산외곽순환선,양산,진영,0.000,,5998.000,,,,100,,,,42.000,,,
N01801,부산경남본부,N00495,양산지사,6000,부산외곽순환선,김해,진영,0.000,,17079.000,,,,100,,,,55.000,,,
N01801,부산경남본부,N00490,울산지사,6000,부산외곽순환선,양산,김해금관가야휴게소,28010.000,,26044.000,,,,100,,,,21.000,,,
N01801,부산경남본부,N02749,서울산지사,0010,경부선,부산,언양휴게소(서울방향),43.720,,25515.000,,,,100,,,,22.000,,,
N01801,부산경남본부,N02749,서울산지사,0144,함양울산선,밀양,울주휴게소(함양),132.300,9399.400,5836.600,,,300,100,,,25.000,5.000,,,
N01801,부산경남본부,N02749,서울산지사,0144,함양울산선,밀양,울주휴게소(함양),132.300,9399.400,5836.600,,,300,100,,,25.000,5.000,,,
N01801,부산경남본부,N02749,서울산지사,0144,함양울산선,울산,울주휴게소(울산),132.500,11340.400,4668.800,,,300,100,,,25.000,5.000,,,
N01801,부산경남본부,N02749,서울산지사,0144,함양울산선,울산,울주휴게소(울산),132.500,11340.400,4668.800,,,300,100,,,25.000,5.000,,,
N01798,전북본부,N01986,전주지사,0250,논산천안선/호남선,순천,태인졸음쉼터,142.000,,3300.000,,,,100,,,,10.000,,,
N01797,대전충남본부,N02025,영동지사,0010,경부선,서울,옥천휴게소(서울),0.000,,51.500,,,,100,,,,0.000,,,
N01797,대전충남본부,N02025,영동지사,0010,경부선,부산,옥천휴게소(부산)확장부,0.000,,5828.120,,,,100,,,,0.000,,,
N01797,대전충남본부,N00321,천안지사,0320,당진청주선,청주,배방졸음쉼터,0.000,,11646.000,,,,100,,,,0.000,,,
N01797,대전충남본부,N00321,천안지사,0320,당진청주선,당진,배방졸음쉼터,0.000,,11646.000,,,,100,,,,0.000,,,
N00368,호남지역본부,N00390,광주지사,0250,논산천안선/호남선,천안,백양사(하)                    ,107.040,,,,,,,,,,,,,                                                                                
N01796,강원본부,N00283,대관령지사,0500,영동선,강릉,평창(상)휴게소                ,188.290,,,,,,,,,,,,,                                                                                
N01795,서울경기본부,N02241,경기광주지사,0350,통영대전선/중부선,하남,이천(상),332.930,,,,,,,,,,,,,포장형태:ILP
N01796,강원본부,N00283,대관령지사,0500,영동선,강릉,평창(하)휴게소                ,187.190,,,,,,,,,,,,,                                                                                
N02723,충북본부,N00305,충주지사,0450,중부내륙선,창원,서여주휴게소,270.600,,,,,,,,,,,,,
N01797,대전충남본부,N00356,당진지사,0150,서해안선,서울,서산휴게소,240.300,,,,,,,,,,,,,ILP블럭포장
N01795,서울경기본부,N02241,경기광주지사,0350,통영대전선/중부선,통영,이천(하),327.900,,,,,,,,,,,,,포장형태:ILP
N01795,서울경기본부,N02241,경기광주지사,0350,통영대전선/중부선,통영,동서울(만)(하),364.030,,,,,,,,,,,,,포장형태:ILP
N02723,충북본부,N00305,충주지사,0450,중부내륙선,양평,서여주휴게소,271.300,,,,,,,,,,,,,
N01797,대전충남본부,N00356,당진지사,0150,서해안선,목포,서산휴게소,241.400,,,,,,,,,,,,,ILP블럭포장
N00368,호남지역본부,N00390,광주지사,0250,논산천안선/호남선,순천,백양사(상)                    ,107.040,,,,,,,,,,,,,                                                                                
